,Price,Rating,Discount,Category_B,Category_C,Category_D,Stock_Out of Stock
73,8731.0,3.0382925191086185,38.0,0,1,0,1
74,5031.0,3.0382925191086185,4.0,0,0,1,0
75,6557.0,3.0382925191086185,32.0,0,0,0,1
76,3981.0,3.0382925191086185,41.0,0,1,0,0
77,9459.0,3.490351838179834,42.0,0,1,0,1
78,3763.0,3.0382925191086185,13.0,0,1,0,0
79,2466.0,3.0382925191086185,12.0,0,0,0,0
80,6348.0,3.0382925191086185,29.0,0,0,0,0
81,6345.0,3.0382925191086185,4.0,0,1,0,1
82,4781.0,3.236473832492795,3.0,0,1,0,1
83,8345.0,3.0382925191086185,41.0,1,0,0,1
84,5459.0,3.0382925191086185,33.0,0,0,0,1
85,357.0,3.0382925191086185,32.0,0,0,1,1
86,4299.0,2.938430507798154,29.0,1,0,0,0
87,9799.0,3.0382925191086185,34.0,0,1,0,1
88,8832.0,3.0382925191086185,17.0,0,0,0,0
89,9825.0,3.0382925191086185,22.0,0,0,0,1
90,6442.0,3.0382925191086185,34.0,0,1,0,0
91,7624.0,3.0382925191086185,5.0,1,0,0,0
92,4061.0,2.882858329954204,28.0,1,0,0,0
93,190.0,3.0382925191086185,0.0,0,1,0,0
94,4643.0,3.193527428593516,4.0,0,1,0,0
95,5219.0,3.0382925191086185,49.0,0,1,0,1
96,3125.0,3.295946652014962,25.0,0,1,0,0
97,262.0,3.0382925191086185,36.0,0,1,0,0
98,5268.0,3.0382925191086185,48.0,0,0,0,0
99,5908.0,3.0382925191086185,42.0,0,1,0,0
100,9697.0,3.0382925191086185,26.0,1,0,0,0
101,8458.0,3.0382925191086185,18.0,1,0,0,0
102,4741.0,3.0382925191086185,27.0,0,1,0,0
103,6943.0,3.0382925191086185,42.0,0,0,0,0
104,4996.5,3.0382925191086185,11.0,0,1,0,0
105,3169.0,2.619334913499717,25.0,0,1,0,0
106,8793.0,3.006402453214005,6.0,0,1,0,1
107,9114.0,3.0382925191086185,27.0,0,0,1,0
108,1269.0,3.0382925191086185,38.0,0,0,0,0
109,8069.0,3.0382925191086185,31.0,0,1,0,0
110,2323.0,3.0382925191086185,25.0,0,1,0,0
111,4996.5,3.0382925191086185,0.0,0,1,0,0
112,2584.0,3.0382925191086185,1.0,0,1,0,1
113,7911.0,2.7657386196907554,37.0,0,1,0,1
114,6799.0,3.0382925191086185,29.0,0,0,1,1
115,1870.0,3.0382925191086185,32.0,0,1,0,0
116,6864.0,2.8934828195730478,10.0,0,1,0,0
117,1612.0,3.032991895982947,16.0,0,1,0,0
118,807.0,3.0382925191086185,13.0,0,1,0,0
119,2297.0,3.0382925191086185,21.0,0,1,0,1
120,7800.0,3.0382925191086185,5.0,0,1,0,0
121,1493.0,3.3836236749501865,45.0,1,0,0,1
122,2602.0,3.0382925191086185,0.0,0,1,0,0
123,734.0,3.0382925191086185,10.0,0,1,0,0
124,9318.0,3.319298848791882,18.0,0,0,1,0
125,5220.0,3.0382925191086185,0.0,0,1,0,0
126,381.0,3.0932853971576586,17.0,0,1,0,0
127,8707.0,3.0382925191086185,39.0,0,1,0,1
128,3604.0,3.0382925191086185,17.0,0,1,0,0
129,8070.0,3.0382925191086185,28.0,0,1,0,0
130,721.0,3.0382925191086185,25.0,0,1,0,0
131,6921.0,3.0382925191086185,37.0,0,1,0,1
132,2622.0,3.0382925191086185,22.0,0,0,1,0
133,7231.0,3.0382925191086185,6.0,0,1,0,0
134,340.0,3.0382925191086185,27.0,0,1,0,1
135,9212.0,3.0382925191086185,0.0,0,1,0,0
136,6472.0,3.0382925191086185,27.0,0,1,0,0
137,3978.0,3.0382925191086185,19.0,0,1,0,1
138,5746.0,3.0382925191086185,2.0,0,1,0,1
139,3956.0,3.4559452367626182,23.0,0,1,0,0
140,8757.0,3.0382925191086185,49.0,0,0,1,0
141,2820.0,3.0889237473550524,21.0,0,1,0,0
142,2001.0,3.0382925191086185,23.0,0,0,1,1
143,6675.0,3.0382925191086185,43.0,0,1,0,0
144,4317.0,3.0382925191086185,13.0,0,0,0,1
145,7635.0,3.0382925191086185,5.0,0,1,0,1
146,5669.0,3.0382925191086185,38.0,0,1,0,1
147,2349.0,3.0382925191086185,48.0,0,1,0,1
148,5766.0,3.0382925191086185,3.0,0,1,0,1
149,7362.0,3.0382925191086185,33.0,0,1,0,1
150,3256.0,2.771753928779113,45.0,0,1,0,0
151,9284.0,3.0382925191086185,45.0,0,1,0,1
152,8597.0,3.517120302288795,23.0,0,1,0,0
153,2117.0,3.0382925191086185,45.0,0,1,0,0
154,8642.0,3.0382925191086185,43.0,0,0,0,0
155,4996.5,3.0382925191086185,3.0,0,1,0,1
156,6022.0,3.0382925191086185,48.0,0,0,0,0
157,8132.0,2.7658498345678497,15.0,0,1,0,0
158,1403.0,3.0382925191086185,25.0,0,0,0,0
159,3713.0,3.0382925191086185,32.0,0,1,0,1
160,6148.0,3.0382925191086185,3.0,0,1,0,0
161,395.0,3.0382925191086185,24.0,1,0,0,0
162,5296.0,2.7415569027617632,34.0,0,1,0,1
163,6248.0,2.889130250465094,39.0,0,1,0,0
164,3155.0,2.7562541960267173,6.0,0,1,0,0
165,2539.0,3.0382925191086185,9.0,0,1,0,0
166,3112.0,3.0382925191086185,16.0,0,1,0,1
167,5533.0,3.0382925191086185,34.0,0,1,0,0
168,6989.0,3.0382925191086185,10.0,0,1,0,1
169,176.0,3.0382925191086185,33.0,0,1,0,1
170,8159.0,3.09958403972783,31.0,0,1,0,1
171,5642.0,3.0382925191086185,28.0,0,1,0,0
172,878.0,3.0382925191086185,41.0,0,1,0,0
173,9537.0,3.0382925191086185,25.0,0,1,0,1
174,9600.0,3.316477940525572,32.0,0,1,0,0
175,7194.0,3.3294326510510706,38.0,0,1,0,0
176,4870.0,3.0382925191086185,14.0,0,1,0,1
177,6737.0,3.0382925191086185,38.0,0,1,0,0
178,4996.5,3.4263169803936875,7.0,0,1,0,0
179,8693.0,3.186790808579415,24.0,0,1,0,0
180,3671.0,3.0382925191086185,47.0,0,1,0,0
181,766.0,3.45755283587473,19.0,0,1,0,0
182,615.0,3.0382925191086185,2.0,0,1,0,1
183,4309.0,3.0382925191086185,17.0,0,1,0,1
184,6759.0,3.0382925191086185,35.0,0,1,0,1
185,685.0,3.0382925191086185,24.0,0,1,0,1
186,5206.0,3.0382925191086185,35.0,0,1,0,0
187,5961.0,3.0382925191086185,18.0,0,1,0,0
188,9489.0,3.0382925191086185,5.0,0,1,0,0
189,1558.0,3.0382925191086185,12.0,0,1,0,0
190,6904.0,3.0382925191086185,36.0,0,1,0,1
191,663.0,3.084386434089388,5.0,0,1,0,1
192,3689.0,3.0382925191086185,3.0,0,1,0,1
193,6869.0,3.010511245777053,49.0,0,0,0,1
194,3601.0,3.0382925191086185,22.0,0,1,0,0
195,6657.0,3.0382925191086185,47.0,0,1,0,0
196,4996.5,3.0382925191086185,35.0,0,1,0,1
197,5146.0,3.0382925191086185,10.0,0,0,1,0
198,3348.0,3.0382925191086185,16.0,0,0,0,0
199,4592.0,3.0382925191086185,25.0,0,1,0,1
200,7005.0,3.0382925191086185,22.0,0,0,0,0
201,5074.0,3.0382925191086185,41.0,0,0,0,1
202,9602.0,3.0382925191086185,31.0,0,0,0,0
203,454.0,3.0382925191086185,32.0,0,0,1,1
204,9658.0,3.0382925191086185,15.0,0,1,0,1
205,4198.0,3.0382925191086185,29.0,0,1,0,1
206,2201.0,3.0382925191086185,25.0,0,0,1,0
207,5323.0,3.0382925191086185,16.0,0,1,0,1
208,5420.0,3.0382925191086185,21.0,0,1,0,1
209,4763.0,3.0382925191086185,11.0,0,0,1,1
210,247.0,3.0382925191086185,25.0,0,1,0,0
211,3372.0,3.0382925191086185,5.0,0,0,0,0
212,8544.0,3.0382925191086185,29.0,0,0,1,0
213,4996.5,3.0382925191086185,47.0,0,1,0,0
214,3299.0,3.004898449740812,32.0,0,1,0,1
215,2107.0,3.0382925191086185,11.0,0,1,0,1
216,6765.0,3.4017721001746715,35.0,0,1,0,0
217,1853.0,3.0382925191086185,11.0,0,1,0,1
218,6671.0,3.0382925191086185,30.0,0,1,0,0
219,8398.0,3.407813914668218,4.0,0,1,0,1
220,8742.0,3.0382925191086185,4.0,0,0,1,0
221,2790.0,3.0382925191086185,25.0,1,0,0,0
222,6781.0,3.0382925191086185,21.0,1,0,0,1
223,4996.5,3.0382925191086185,14.0,0,0,0,0
224,8857.0,3.0382925191086185,15.0,0,1,0,0
225,6234.0,3.0382925191086185,28.0,0,1,0,0
226,3364.0,3.0382925191086185,3.0,0,1,0,1
227,7313.0,3.0382925191086185,1.0,0,1,0,1
228,8760.0,3.0382925191086185,49.0,0,1,0,0
229,7933.0,3.0382925191086185,36.0,1,0,0,0
230,5178.0,3.33510540123526,20.0,0,1,0,0
231,8863.0,3.0382925191086185,25.0,0,1,0,1
232,6981.0,3.0382925191086185,24.0,0,1,0,1
233,5937.0,3.0382925191086185,25.0,0,1,0,0
234,185.0,3.0382925191086185,9.0,0,0,0,1
235,5796.0,3.0382925191086185,44.0,0,1,0,0
236,3646.0,3.0382925191086185,33.0,0,1,0,1
237,9483.0,2.8233289222448383,25.0,0,1,0,0
238,9045.0,3.0382925191086185,39.0,0,1,0,0
239,7897.0,3.0382925191086185,27.0,0,1,0,0
240,7384.0,3.0382925191086185,24.0,0,1,0,1
241,597.0,3.0382925191086185,40.0,0,0,0,1
242,6194.0,3.223523933580829,14.0,0,1,0,0
243,1454.0,3.0382925191086185,37.0,0,1,0,0
244,8628.0,3.0382925191086185,14.0,0,1,0,0
245,4996.5,3.0382925191086185,43.0,0,0,1,0
246,1401.0,3.0382925191086185,25.0,0,1,0,0
247,9590.0,3.0382925191086185,41.0,0,1,0,0
248,4467.0,3.0382925191086185,0.0,0,1,0,0
249,5934.0,3.0382925191086185,18.0,0,1,0,0
250,4887.0,3.0382925191086185,23.0,0,1,0,0
251,3204.0,3.0852183136217635,35.0,0,1,0,0
252,8557.0,3.0382925191086185,10.0,0,1,0,1
253,1386.0,3.0382925191086185,23.0,0,1,0,0
254,6728.0,3.0382925191086185,39.0,0,0,1,0
255,7452.0,3.0382925191086185,14.0,0,1,0,0
256,7433.0,3.0382925191086185,12.0,0,1,0,0
257,5036.0,3.0382925191086185,25.0,0,1,0,1
258,4740.0,3.0382925191086185,42.0,0,1,0,1
259,1263.0,3.0382925191086185,25.0,0,0,1,0
260,4883.0,3.356603181776897,20.0,0,1,0,0
261,6441.0,3.0382925191086185,0.0,0,1,0,0
262,8882.0,3.0382925191086185,28.0,0,0,0,0
263,731.0,3.0382925191086185,16.0,0,0,1,0
264,7728.0,3.422209755291833,45.0,0,1,0,0
265,3447.0,3.0382925191086185,45.0,0,1,0,1
266,7622.0,2.701567654531968,15.0,0,1,0,0
267,3074.0,3.0382925191086185,3.0,0,1,0,0
268,3042.0,3.0382925191086185,16.0,0,1,0,1
269,4096.0,3.0382925191086185,42.0,0,1,0,0
270,4157.0,3.0382925191086185,30.0,0,1,0,1
271,5339.0,3.0382925191086185,39.0,0,1,0,1
272,4602.0,3.0382925191086185,17.0,0,0,1,1
273,1222.0,3.0382925191086185,49.0,0,0,1,1
274,3681.0,3.0382925191086185,8.0,1,0,0,1
275,8110.0,3.0382925191086185,48.0,0,1,0,0
276,1328.0,3.0382925191086185,30.0,0,0,0,1
277,5541.0,3.0382925191086185,7.0,0,1,0,0
278,9933.0,3.0382925191086185,40.0,0,1,0,1
279,4323.0,3.0382925191086185,45.0,0,1,0,1
280,8414.0,3.0382925191086185,24.0,0,1,0,0
281,575.0,3.180869426375592,40.0,0,1,0,0
282,5611.0,3.0382925191086185,33.0,0,1,0,1
283,3767.0,3.0382925191086185,33.0,0,0,1,1
284,5666.0,2.8366771871128216,49.0,0,1,0,0
285,1011.0,3.1505195801145547,10.0,0,1,0,1
286,9961.0,2.603816159663268,25.0,0,1,0,0
287,7307.0,3.0382925191086185,36.0,1,0,0,0
288,5364.0,3.0382925191086185,29.0,0,1,0,0
289,1838.0,3.3811675728802784,18.0,0,1,0,1
290,4996.5,3.1852193809894898,21.0,0,1,0,0
291,2242.0,3.0382925191086185,13.0,1,0,0,0
292,7805.0,3.0382925191086185,20.0,0,1,0,0
293,1378.0,3.0382925191086185,44.0,0,1,0,0
294,6905.0,3.0382925191086185,35.0,0,1,0,0
295,5019.0,3.0382925191086185,17.0,0,1,0,1
296,7198.0,3.0382925191086185,18.0,0,1,0,0
297,4905.0,3.0382925191086185,23.0,1,0,0,1
298,2774.0,3.0382925191086185,0.0,0,1,0,0
299,7967.0,3.0382925191086185,13.0,0,1,0,0
300,6551.0,3.0382925191086185,28.0,0,1,0,0
301,2740.0,3.0382925191086185,0.0,0,1,0,0
302,9069.0,3.0382925191086185,28.0,0,1,0,0
303,743.0,3.2666453009250938,25.0,0,1,0,0
304,4996.5,3.0382925191086185,25.0,0,1,0,0
305,6703.0,3.0382925191086185,9.0,1,0,0,0
306,276.0,3.447754406015238,3.0,0,1,0,0
307,6546.0,3.0382925191086185,49.0,0,1,0,0
308,2810.0,2.9125953662049064,47.0,0,1,0,0
309,5181.0,3.0382925191086185,44.0,0,1,0,0
310,5369.0,3.0382925191086185,29.0,0,1,0,0
311,1351.0,2.7391381724901405,3.0,0,1,0,0
312,4874.0,3.0382925191086185,20.0,0,1,0,0
313,1112.0,3.0382925191086185,1.0,0,1,0,1
314,7446.0,3.0382925191086185,42.0,0,1,0,0
315,4877.0,3.0382925191086185,30.0,0,1,0,0
316,7769.0,3.0382925191086185,45.0,0,0,0,0
317,5350.0,3.0382925191086185,27.0,0,1,0,1
318,3150.0,3.0382925191086185,7.0,0,1,0,0
319,7050.0,3.0382925191086185,37.0,0,1,0,0
320,7639.0,3.0382925191086185,33.0,0,1,0,1
321,1253.0,3.0382925191086185,24.0,0,1,0,0
322,4657.0,3.0382925191086185,30.0,0,1,0,0
323,5411.0,3.0382925191086185,25.0,0,1,0,1
324,3130.0,3.0382925191086185,3.0,0,1,0,0
325,4062.0,3.5196211072832964,25.0,0,0,1,1
326,8524.0,3.0382925191086185,5.0,1,0,0,0
327,8290.0,3.0382925191086185,25.0,0,1,0,0
328,4951.0,3.0382925191086185,41.0,0,1,0,0
329,9551.0,3.0382925191086185,4.0,0,1,0,1
330,8084.0,3.0382925191086185,24.0,1,0,0,0
331,9269.0,3.0382925191086185,10.0,0,1,0,1
332,9928.0,3.0382925191086185,27.0,0,1,0,0
333,7405.0,3.0382925191086185,31.0,0,1,0,0
334,9251.0,3.0382925191086185,19.0,0,1,0,1
335,7669.0,3.0382925191086185,42.0,0,1,0,0
336,5107.0,3.0382925191086185,17.0,0,1,0,0
337,7120.0,3.4530845482900854,33.0,0,1,0,1
338,4996.5,3.0382925191086185,18.0,0,0,0,0
339,5059.0,3.0382925191086185,16.0,1,0,0,1
340,5194.0,3.016283432098636,12.0,1,0,0,1
341,2876.0,3.1805350277484448,24.0,0,1,0,0
342,8144.0,3.0382925191086185,18.0,0,1,0,0
343,9151.0,3.0382925191086185,27.0,0,1,0,0
344,6686.0,3.4478348191094748,49.0,1,0,0,0
345,3029.0,3.0382925191086185,25.0,0,1,0,1
346,2030.0,3.0382925191086185,25.0,0,0,0,1
347,4996.5,3.0382925191086185,44.0,0,1,0,0
348,9213.0,3.0382925191086185,47.0,0,1,0,1
349,2691.0,3.0382925191086185,48.0,0,1,0,0
350,7440.0,3.0382925191086185,25.0,0,1,0,1
351,4996.5,2.726068144497116,34.0,0,0,0,1
352,7003.0,3.0382925191086185,3.0,0,1,0,0
353,1578.0,3.0382925191086185,25.0,0,0,0,0
354,2723.0,3.0382925191086185,44.0,0,1,0,0
355,3928.0,3.0382925191086185,9.0,0,1,0,0
356,4732.0,3.0382925191086185,45.0,0,1,0,1
357,3521.0,3.0382925191086185,33.0,0,1,0,0
358,3056.0,3.0382925191086185,3.0,0,0,1,0
359,6147.0,3.0382925191086185,4.0,0,1,0,0
360,4882.0,3.0382925191086185,8.0,0,1,0,0
361,6961.0,3.0382925191086185,10.0,0,1,0,0
362,1398.0,3.0382925191086185,13.0,0,1,0,0
363,8635.0,3.0382925191086185,30.0,0,1,0,0
364,4601.0,3.393927340735492,7.0,0,1,0,1
365,873.0,3.0382925191086185,15.0,0,1,0,0
366,3947.0,3.0382925191086185,48.0,0,0,0,0
367,1398.0,3.348483731254529,31.0,0,1,0,1
368,9265.0,3.0382925191086185,47.0,0,1,0,0
369,9181.0,3.0382925191086185,14.0,0,0,1,1
370,9966.0,3.0382925191086185,16.0,0,1,0,1
371,7087.0,3.0382925191086185,47.0,0,1,0,1
372,3673.0,2.919233192395452,40.0,0,0,1,1
373,6764.0,3.0382925191086185,46.0,0,1,0,0
374,8254.0,3.0382925191086185,7.0,0,1,0,0
375,2470.0,2.7908227007992448,23.0,0,1,0,1
376,7870.0,3.0382925191086185,45.0,0,0,0,1
377,9526.0,3.0382925191086185,5.0,0,1,0,0
378,4996.5,2.7353258128642164,47.0,0,1,0,0
379,8533.0,3.0382925191086185,1.0,1,0,0,0
380,2365.0,3.0382925191086185,31.0,0,1,0,1
381,5009.0,3.082572756233187,37.0,0,1,0,1
382,9634.0,3.0382925191086185,48.0,0,1,0,0
383,9485.0,3.0382925191086185,24.0,0,1,0,0
384,7374.0,3.0382925191086185,43.0,0,1,0,0
385,233.0,2.64773583154752,7.0,0,1,0,0
386,5257.0,3.0382925191086185,31.0,0,0,0,0
387,1853.0,3.041639608395065,15.0,0,0,0,0
388,808.0,3.0382925191086185,9.0,0,1,0,0
389,6220.0,3.0382925191086185,44.0,0,1,0,0
390,9759.0,3.0382925191086185,5.0,0,1,0,0
391,7023.0,3.505974195903742,25.0,0,1,0,0
392,6842.0,3.0382925191086185,14.0,0,1,0,0
393,5062.0,3.0382925191086185,17.0,0,1,0,0
394,2291.0,3.0382925191086185,29.0,0,1,0,0
395,5948.0,3.0382925191086185,25.0,0,1,0,1
396,6160.0,3.0382925191086185,1.0,0,0,1,0
397,8700.0,3.0382925191086185,30.0,0,1,0,0
398,4996.5,3.0382925191086185,29.0,0,1,0,0
399,6281.0,2.71613413382757,41.0,0,1,0,0
400,7092.0,3.0382925191086185,25.0,0,1,0,0
401,4996.5,3.0382925191086185,34.0,0,1,0,1
402,8210.0,3.0382925191086185,10.0,0,0,0,1
403,6791.0,3.0382925191086185,33.0,0,0,0,0
404,219.0,3.346222321017182,25.0,0,1,0,0
405,4601.0,3.0382925191086185,33.0,0,1,0,0
406,2042.0,3.0382925191086185,20.0,0,1,0,0
407,5040.0,2.8468233440122326,39.0,0,1,0,0
408,3933.0,3.095869691273622,21.0,0,0,0,0
409,3098.0,3.0382925191086185,21.0,0,1,0,0
410,5659.0,3.0382925191086185,23.0,0,1,0,0
411,6606.0,3.0382925191086185,45.0,1,0,0,0
412,4650.0,3.3630351600854507,3.0,0,1,0,0
413,4578.0,3.0382925191086185,22.0,0,1,0,0
414,5908.0,3.0382925191086185,35.0,0,1,0,0
415,7765.0,3.0382925191086185,35.0,0,1,0,0
416,860.0,3.0382925191086185,28.0,0,1,0,0
417,4996.5,2.684314027292629,30.0,0,1,0,0
418,4207.0,3.0382925191086185,15.0,0,0,0,1
419,4576.0,3.0382925191086185,25.0,0,1,0,0
420,4687.0,2.993865500521796,49.0,0,1,0,0
421,8305.0,2.9378833606705044,31.0,0,1,0,0
422,8795.0,3.0382925191086185,15.0,0,1,0,0
423,3947.0,3.0382925191086185,39.0,0,1,0,0
424,9466.0,3.0382925191086185,34.0,0,1,0,0
425,6731.0,3.0382925191086185,24.0,0,1,0,0
426,8200.0,3.0382925191086185,22.0,0,0,0,0
427,7809.0,3.0382925191086185,17.0,0,1,0,0
428,4330.0,3.0382925191086185,35.0,0,0,0,0
429,1999.0,3.0382925191086185,29.0,0,1,0,1
430,193.0,3.0382925191086185,39.0,0,1,0,0
431,4765.0,3.0382925191086185,27.0,0,1,0,1
432,9415.0,3.0382925191086185,3.0,0,0,1,0
433,4025.0,3.0382925191086185,42.0,0,1,0,0
434,3141.0,3.0382925191086185,13.0,0,1,0,0
435,6168.0,3.0382925191086185,24.0,0,1,0,1
436,5146.0,3.0382925191086185,23.0,0,1,0,0
437,4996.5,3.0382925191086185,37.0,1,0,0,0
438,5684.0,3.0382925191086185,35.0,0,1,0,0
439,8837.0,3.0382925191086185,48.0,0,1,0,0
440,7013.0,3.0382925191086185,47.0,0,0,0,1
441,4089.0,3.0382925191086185,34.0,0,1,0,1
442,9491.0,3.0382925191086185,25.0,0,1,0,1
443,302.0,3.0382925191086185,30.0,0,0,0,0
444,3121.0,3.249918034197108,43.0,0,1,0,1
445,8664.0,3.0382925191086185,10.0,1,0,0,0
446,3582.0,3.0382925191086185,43.0,1,0,0,1
447,6241.0,3.0382925191086185,44.0,0,1,0,0
448,882.0,3.0461031724708905,11.0,0,1,0,1
449,4752.0,2.8241109135058595,20.0,0,1,0,1
450,3282.0,3.0382925191086185,13.0,0,1,0,0
451,9534.0,3.0382925191086185,32.0,0,1,0,0
452,5870.0,3.0382925191086185,15.0,0,1,0,1
453,1519.0,2.6793881462390496,32.0,0,1,0,1
454,2422.0,3.0382925191086185,28.0,0,1,0,0
455,3510.0,3.0382925191086185,28.0,0,0,1,1
456,9630.0,3.0382925191086185,21.0,0,1,0,0
457,6253.0,3.0382925191086185,25.0,0,0,0,0
458,1533.0,3.0382925191086185,25.0,0,0,1,1
459,7259.0,3.0382925191086185,5.0,0,1,0,1
460,2801.0,3.0382925191086185,10.0,1,0,0,0
461,8976.0,2.67501243407456,5.0,0,0,0,0
462,6855.0,3.0382925191086185,25.0,0,1,0,0
463,6487.0,3.275214523174845,9.0,0,1,0,1
464,7743.0,3.0382925191086185,45.0,0,1,0,0
465,4844.0,2.809743584503583,25.0,0,0,0,1
466,8867.0,2.7897544855987046,25.0,0,1,0,0
467,8794.0,3.0382925191086185,34.0,0,1,0,0
468,6130.0,3.0382925191086185,12.0,0,1,0,0
469,7446.0,3.0382925191086185,25.0,0,1,0,0
470,9041.0,3.0382925191086185,42.0,0,1,0,1
471,5533.0,3.0382925191086185,31.0,0,0,0,0
472,9942.0,3.098893348517028,41.0,0,1,0,0
473,2065.0,2.773372450506171,38.0,0,1,0,0
474,7249.0,3.0382925191086185,40.0,0,1,0,1
475,2863.0,3.0382925191086185,20.0,0,1,0,1
476,2597.0,2.693039161149962,22.0,0,0,1,0
477,8502.0,3.0382925191086185,16.0,0,1,0,0
478,1125.0,3.0382925191086185,17.0,0,1,0,0
479,1039.0,2.9446429985805467,44.0,0,1,0,1
480,4297.0,3.303322214029173,5.0,0,0,1,0
481,2557.0,3.0382925191086185,7.0,1,0,0,0
482,3742.0,3.0382925191086185,3.0,0,1,0,1
483,4429.0,3.0382925191086185,8.0,0,1,0,0
484,4192.0,3.108584267191828,1.0,0,1,0,0
485,5687.0,3.0382925191086185,7.0,0,1,0,1
486,573.0,3.0382925191086185,23.0,0,0,0,0
487,9464.0,3.0382925191086185,24.0,0,1,0,0
488,5125.0,3.0382925191086185,49.0,0,1,0,1
489,480.0,2.895213764660772,21.0,0,1,0,0
490,3122.0,3.0382925191086185,46.0,0,1,0,0
491,8873.0,3.248184261640426,41.0,0,0,1,0
492,9697.0,3.334450241137365,11.0,0,1,0,0
493,3592.0,3.0382925191086185,31.0,0,0,0,0
494,1891.0,3.0382925191086185,14.0,0,1,0,0
495,3584.0,3.0382925191086185,44.0,0,1,0,0
496,3996.0,3.0382925191086185,25.0,0,0,1,1
497,8760.0,3.0382925191086185,42.0,0,0,1,0
498,6166.0,3.0382925191086185,47.0,1,0,0,0
499,6557.0,3.0382925191086185,9.0,0,1,0,0
